data_snapshot,os,pn,nomenclatura,unidade_solicitante,situacao,condicao,onde_se_encontra,tat_siloms
2026-07-29,3040257438,030-18200,MAIN WHEEL BRAKE,BAMN,REC,REPARADO,VEE ONE,315.0
2026-07-29,3040257444,162-10700,OUTER WHEEL HALF ASSY,PAMALS,OS concluída,CONDENADO,,
2026-07-29,3040257447,162-10700,OUTER WHEEL HALF ASSY,PAMALS,OS concluída,CONDENADO,,
2026-07-29,3040257436,30994-001,BATTERY-MARATHON TSP410 NICAD,PAMALS,OS concluída,CONDENADO,AMA - VEE ONE,
2026-07-29,3040257441,030-18200,MAIN WHEEL BRAKE,BAPV,REC,,BAMN,315.0
2026-07-29,3040257440,030-18200,MAIN WHEEL BRAKE,BANT,REC,CONDENADO,VEE ONE,315.0
2026-07-29,3040257439,030-18200,MAIN WHEEL BRAKE,BAMN,REC,,BAMN,315.0
2026-07-29,3040258306,D210507,"GOVERNOR,OVERSPEED",PAMALS,REC,EM REPARO,LEAP,295.0
2026-07-29,3040258310,D210507,"GOVERNOR,OVERSPEED",BACO,OS concluída,,,
2026-07-29,3040258309,D210507,"GOVERNOR,OVERSPEED",BAMN,REC,EM REPARO,LEAP,295.0
2026-07-29,3040258308,D210507,"GOVERNOR,OVERSPEED",BAMN,OS concluída,REPARADO,,
2026-07-29,3040258307,D210507,"GOVERNOR,OVERSPEED",ALA 5,OS concluída,,,
2026-07-29,3040258303,011-00877-00,"GSA-80 SERVO ROL,YAW,SPEC",DACTA II,REC,EM REPARO,VEE ONE,295.0
2026-07-29,3040258422,2601188-8,COMPRESSOR DRIVE ASSY R134A,PAMASP,REC,,PROCURANDO,293.0
2026-07-29,3040258419,011-00877-00,"GSA-80 SERVO ROL,YAW,SPEC",DACTA II,REC,EM REPARO,VEE ONE,293.0
2026-07-29,3040258420,011-00877-00,"GSA-80 SERVO ROL,YAW,SPEC",BACO,REC,EM REPARO,VEE ONE,293.0
2026-07-29,3040258421,011-00877-00,"GSA-80 SERVO ROL,YAW,SPEC",BABE,REC,,BACO,293.0
2026-07-29,3040258764,069-01034-0102,"NAVIGATION SET,SATELLITE SIGNALS KLN-94",PAMALS,REC,,BANT,286.0
2026-07-29,3040259152,066-01141-5101,"TRANSPONDER,RADAR",BABE,REC,,BANT,267.0
2026-07-29,3040259151,066-01141-5101,"TRANSPONDER,RADAR",BANT,REC,REPARADO,V1 PAMA-LS,267.0
2026-07-29,3040259251,064-1019-05,VHF TRANSCEIVE KY196,EEAR,REC,,EEAR,265.0
2026-07-29,3040259146,1U149-015-15,HORIZ. GYRO-STADBY,PAMALS,REC,EM REPARO,VEE ONE,264.0
2026-07-29,3040259147,162-10700,OUTER WHEEL HALF ASSY,BANT,REC,EM REPARO,AMA - VEE ONE,264.0
2026-07-29,3040259148,3049038-03,"VALVE,COMPRESSOR BLEED",BANT,OS concluída,,,
2026-07-29,3040259316,2606015-4,INDICATOR-OIL TEMP/OIL PRESS,BACG,REC,REPARADO,V1 PAMA-LS,261.0
2026-07-29,3040259564,C414007-0102,BLOWER ASSY,PAMALS,OS concluída,,,
2026-07-29,3040259568,C414007-0102,BLOWER ASSY,ALA 10,OS concluída,,,
2026-07-29,3040259570,C414007-0102,BLOWER ASSY,ALA 10,OS concluída,,,
2026-07-29,3040259694,025323-150,FUEL PUMP,PAMASP,REC,,BACO,253.0
2026-07-29,3040259922,C414007-0102,BLOWER ASSY,BANT,REC,REPARADO,V1 PAMA-LS,246.0
2026-07-29,3040259928,C414007-0102,BLOWER ASSY,PAMALS,REC,EM REPARO,VEE ONE,246.0
2026-07-29,3040259924,C414007-0102,BLOWER ASSY,BACG,REC,EM REPARO,VEE ONE,246.0
2026-07-29,3040259918,C414007-0102,BLOWER ASSY,ALA 10,REC,EM REPARO,VEE ONE,246.0
2026-07-29,3040259950,065-0060-01,"CONTROL,SERVO,AUTOMATIC PILOT",PAMALS,REC,EM REPARO,LEAP,246.0
2026-07-29,3040259949,065-0060-01,"CONTROL,SERVO,AUTOMATIC PILOT",PAMALS,REC,EM REPARO,LEAP,246.0
2026-07-29,3040259947,066-3046-07,"CONTROL,INDICATOR",EEAR,OS concluída,REPARADO,,
2026-07-29,3040259946,066-3046-07,"CONTROL,INDICATOR",BANT,REC,,BANT,246.0
2026-07-29,3040259944,066-3046-07,"CONTROL,INDICATOR",EEAR,REC,,PAMA-LS,246.0
2026-07-29,3040260209,011-00916-00,DISPLAY UNIT GDU 1040A,PAMALS,REC,,BAMN,232.0
2026-07-29,3040260208,324843-W020,HEADSET-MICROPHONE,PAMALS,REC,VAI SER DEVOLVIDO SEM REPARO,WILLIAM,232.0
2026-07-29,3040260204,324843-W020,HEADSET-MICROPHONE,PAMALS,OS concluída,REPARADO,,
2026-07-29,3040260205,324843-W020,HEADSET-MICROPHONE,PAMALS,OS concluída,REPARADO,,
2026-07-29,3040260388,SD5H14C4527,AIR COMPRESSOR,PAMALS,REC,EM REPARO,VEE ONE,225.0
2026-07-29,3040260382,065-00183-0501,AUTOPILOT COMPUTER KFC225,BANT,REC,,BANT,225.0
2026-07-29,3040260389,SD5H14C4527,AIR COMPRESSOR,PAMALS,REC,EM REPARO,VEE ONE,225.0
2026-07-29,3040260517,ASG12000-2,ALTERNATOR,PAMALS,OS concluída,,,
2026-07-29,3040260524,51539-012M,CONTROL UNIT ASSY-GENERATOR,BANT,REC,,BACG,222.0
2026-07-29,3040260516,ASG12000-2,ALTERNATOR,PAMALS,REC,REPARADO,V1 PAMA-LS,222.0
2026-07-29,3040260523,9910592-2,ALTERNADOR,BAMN,REC,REPARADO,V1 PAMA-LS,222.0
2026-07-29,3040260522,9910592-2,ALTERNADOR,BAMN,REC,REPARADO,V1 PAMA-LS,222.0
2026-07-29,3040260547,161-12800,WHEEL HALF ASSY-INNER,EPCAR,OS concluída,REPARADO,VEE ONE,
2026-07-29,3040260545,161-11700,INNER WHEEL HALF ASSY,BACG,REC,REPARADO,VEE ONE,204.0
2026-07-29,3040260544,161-11700,INNER WHEEL HALF ASSY,BANT,REC,REPARADO,VEE ONE,204.0
2026-07-29,3040260546,161-12800,WHEEL HALF ASSY-INNER,PAMALS,REC,REPARADO,VEE ONE,204.0
2026-07-29,3040260548,161-11700,INNER WHEEL HALF ASSY,CLA,REC,REPARADO,VEE ONE,204.0
2026-07-29,3040260549,162-10700,OUTER WHEEL HALF ASSY,BACG,REC,REPARADO,VEE ONE,204.0
2026-07-29,3040260550,162-10700,OUTER WHEEL HALF ASSY,CLA,REC,REPARADO,VEE ONE,204.0
2026-07-29,3040260551,162-11800,WHEEL HALF ASSY-OUTER,BANT,REC,REPARADO,VEE ONE,204.0
2026-07-29,3040260552,30994-001,BATTERY-MARATHON TSP410 NICAD,BABE,OS concluída,CONDENADO,AMA - VEE ONE,
2026-07-29,3040260543,324843-W020,HEADSET-MICROPHONE,PAMALS,REC,VAI SER DEVOLVIDO SEM REPARO,WILLIAM,204.0
2026-07-29,3040260542,324843-W020,HEADSET-MICROPHONE,PAMALS,REC,,BABE,204.0
2026-07-29,3040260541,324843-W020,HEADSET-MICROPHONE,PAMALS,OS concluída,REPARADO,,
2026-07-29,3040260540,324843-W020,HEADSET-MICROPHONE,PAMALS,OS concluída,REPARADO,,
2026-07-29,3040260538,324843-W020,HEADSET-MICROPHONE,PAMALS,REC,,BABE,204.0
2026-07-29,3040260539,324843-W020,HEADSET-MICROPHONE,PAMALS,REC,,BABE,204.0
2026-07-29,3040260595,9910586-4,FLAP ACTUATOR AND MOTOR ASSEMBLY,7 ETA,REC,,BAMN,204.0
2026-07-29,3040260597,9910586-4,FLAP ACTUATOR AND MOTOR ASSEMBLY,BAPV,REC,REPARADO,VEE ONE,204.0
2026-07-29,3040260583,3244897-4,FUEL CONTROL UNIT,PAMALS,OS concluída,,,
2026-07-29,3040260750,3122678-04,FUEL CONTROL UNIT,PAMASP,REC,,BANT,196.0
2026-07-29,3040260752,3244897-4,FUEL CONTROL UNIT,PAMASP,OS concluída,REPARADO,,
2026-07-29,3040260753,3244809-7,"FUEL CONTROL,MAIN,TURBINE ENGINE",PAMASP,OS concluída,REPARADO,,
2026-07-29,3040260754,3244809-1,"FUEL CONTROL,MAIN,TURBINE ENGINE",PAMASP,REC,EM QUARENTENA,LEAP,196.0
2026-07-29,3040254794,C145-350,"MOTOR,DIRECT CURRENT",PAMALS,OS concluída,,,
2026-07-29,3040260913,064-1054-30,RECEIVER-TRANSMITTER SUBASSEMBLY,EPCAR,REC,REPARADO,V1 PAMA-LS,184.0
2026-07-29,3040260915,064-1054-30,RECEIVER-TRANSMITTER SUBASSEMBLY,PAMALS,REC,REPARADO,V1 PAMA-LS,184.0
2026-07-29,3040260811,3034792,BOMBA DE COMBUSTÍVEL,BAPV,REC,,BABR,182.0
2026-07-29,3040260812,3034792,BOMBA DE COMBUSTÍVEL,BACG,OS concluída,,,
2026-07-29,3040260922,162-11800,WHEEL HALF ASSY-OUTER,PAMALS,OS concluída,,,
2026-07-29,3040260923,030-18200,MAIN WHEEL BRAKE,BACO,REC,REPARADO,VEE ONE,182.0
2026-07-29,3040261389,3034792,BOMBA DE COMBUSTÍVEL,PAMASP,REC,REPARADO,V1 PAMA-LS,169.0
2026-07-29,3040261388,3034792,BOMBA DE COMBUSTÍVEL,BABR,OS concluída,REPARADO,,
2026-07-29,3040261387,3034792,BOMBA DE COMBUSTÍVEL,BABR,OS concluída,REPARADO,,
2026-07-29,3040261371,TFF2905-13,FUEL FLOW TRANSDUCER,ALA 8,REC,EM REPARO,WILLIAM,169.0
2026-07-29,3040261375,C661065-0240RX,"INDICATOR, AIRSPEED",BACG,REC,EM REPARO,WILLIAM,169.0
2026-07-29,3040261373,C661065-0240,AIRSPEED INDICATOR,BABE,REC,REPARADO,V1 PAMA-LS,169.0
2026-07-29,3040261322,011-00831-00,"ENGINE INTERFA,SPEC",BAPV,REC,REPARADO,VEE ONE,169.0
2026-07-29,3040261326,011-00882-10,"COMPUTER,AIR DATA",BAMN,OS concluída,,,
2026-07-29,3040261324,011-00882-10,"COMPUTER,AIR DATA",BAMN,OS concluída,,,
2026-07-29,3040261327,064-1054-30,RECEIVER-TRANSMITTER SUBASSEMBLY,PAMASP,REC,REPARADO,V1 PAMA-LS,169.0
2026-07-29,3040261336,066-01141-0101,"RECEIVER,RADIO",BANT,REC,REPARADO,V1 PAMA-LS,169.0
2026-07-29,3040261334,065-0065-01,SELECTOR ALT,BANT,REC,EM REPARO,WILLIAM,169.0
2026-07-29,3040261331,065-0061-36,ACTUATOR TRIM (KS272A),PAMASP,REC,,BABR,169.0
2026-07-29,3040261329,065-0061-36,ACTUATOR TRIM (KS272A),ALA 10,OS concluída,REPARADO,,
2026-07-29,3040261335,065-0065-01,SELECTOR ALT,BANT,REC,EM REPARO,WILLIAM,169.0
2026-07-29,3040261342,066-3084-02,COLOR RADAR INDICATOR,BABV,REC,EM REPARO,WILLIAM,169.0
2026-07-29,3040261340,066-1053-00,"RECEIVER,RADIO",BASM,REC,REPARADO,V1 PAMA-LS,169.0
2026-07-29,3040261377,066-3054-01,INDICATOR RADAR ALTIMETER - TYPE KI250,PAMALS,REC,EM REPARO,WILLIAM,169.0
2026-07-29,3040261376,066-1061-03,RT RADAR ALTIM (KRA10A),PAMALS,REC,PARA REPARO,VEE ONE,169.0
2026-07-29,3040261352,1134380-4,EVAPORATOR MODULE ASSY-RH,BAMN,REC,CONDENADO,VEE ONE,169.0
2026-07-29,3040261347,071-1234-00,ANTENNA ACCESSORY,ALA 1,REC,EM REPARO,WILLIAM,169.0
2026-07-29,3040261344,066-4010-12,RECEIVER VOR/LOC (KNS81),ALA 10,REC,EM REPARO,WILLIAM,169.0
2026-07-29,3040261353,1H75-21,PRESSURE REGULATOR,BAMN,REC,,BAMN,169.0
2026-07-29,3040261357,2682001-1,BRAKE CYL MAST,BABE,OS concluída,REPARADO,,
2026-07-29,3040261356,2670104-2,ANNUNCIATOR PANEL,PAMALS,REC,REPARADO,VEE ONE,169.0
2026-07-29,3040261355,2643100-201,NOSE GEAR STRUT ASSY - TALL FORK,BABR,OS concluída,REPARADO,,
2026-07-29,3040261354,2643100-201,NOSE GEAR STRUT ASSY - TALL FORK,BANT,REC,EM REPARO,AV AERONAUTICA,169.0
2026-07-29,3040261364,8210-002-01,GOVERNOR PROPELLER,PAMASP,REC,REPARADO,VEE ONE,169.0
2026-07-29,3040261627,S3828-1,ALTIMETER,BAMN,REC,EM REPARO,WILLIAM,155.0
2026-07-29,3040261628,S3828-1,ALTIMETER,BABE,REC,REPARADO,V1 PAMA-LS,155.0
2026-07-29,3040261851,51539-012MRX,CONTROL UNIT ASSY-GENERATOR,BABE,REC,EM REPARO,VEE ONE,147.0
2026-07-29,3040261852,51539-012MRX,CONTROL UNIT ASSY-GENERATOR,BABE,REC,EM REPARO,VEE ONE,147.0
2026-07-29,3040261843,3034792,BOMBA DE COMBUSTÍVEL,PAMALS,REC,EM REPARO,VEE ONE,142.0
2026-07-29,3040262245,200SGL119Q-2,STARTER GENERATOR,BAMN,OS concluída,REPARADO,,
2026-07-29,3040262246,200SGL119Q-2,STARTER GENERATOR,BAMN,OS concluída,REPARADO,,
2026-07-29,3040262273,324843-W020,HEADSET-MICROPHONE,BABE,OS concluída,REPARADO,,
2026-07-29,3040262275,324843-W020,HEADSET-MICROPHONE,BANT,OS concluída,REPARADO,,
2026-07-29,3040262363,066-1055-00,AUDIO CONTROL PANEL,ALA 5,OS concluída,,,
2026-07-29,3040262367,066-1055-00,AUDIO CONTROL PANEL,ALA 9,REC,EM REPARO,WILLIAM,125.0
2026-07-29,3040262368,066-1055-00,AUDIO CONTROL PANEL,CLA,OS concluída,,,
2026-07-29,3040262372,51539-012M,CONTROL UNIT ASSY-GENERATOR,BANT,REC,,V1 PAMA-LS,125.0
2026-07-29,3040262371,51539-012N,CONTROL UNIT ASSY-GENERATOR,BANT,REC,REPARADO,V1 PAMA-LS,125.0
2026-07-29,3040262419,065-0061-36,ACTUATOR TRIM (KS272A),ALA 9,REC,EM REPARO,WILLIAM,120.0
2026-07-29,3040262734,C352,PORTABLE HALON FIRE EXTINGUISHERS,ALA 5,REC,EM REPARO,AV AERONAUTICA,107.0
2026-07-29,3040262738,C352TS,"EXTINGUISHER,FIRE",BANT,REC,,PROCURANDO,107.0
2026-07-29,3040262739,C352TS,"EXTINGUISHER,FIRE",BANT,REC,,PROCURANDO,107.0
2026-07-29,3040262740,C352TS,"EXTINGUISHER,FIRE",PAMALS,REC,,PROCURANDO,107.0
2026-07-29,3040262766,011-00883-20,RADAR GWX 68 WEATHER,BAMN,OS concluída,EM REPARO,VEE ONE,
2026-07-29,3040262765,011-00883-20,RADAR GWX 68 WEATHER,BAMN,REC,EM REPARO,VEE ONE,107.0
2026-07-29,3040262772,011-01020-10,AFCS MODE CONTROLLER GMC 710,BAMN,REC,EM REPARO,WILLIAM,107.0
2026-07-29,3040262770,011-01020-10,AFCS MODE CONTROLLER GMC 710,BAMN,REC,EM REPARO,WILLIAM,107.0
2026-07-29,3040262773,011-01020-10,AFCS MODE CONTROLLER GMC 710,BAMN,REC,EM REPARO,WILLIAM,107.0
2026-07-29,3040262746,066-1070-01,TRANSCEIVER DME (KN63),BABE,REC,EM REPARO,WILLIAM,107.0
2026-07-29,3040262745,064-1019-05,VHF TRANSCEIVE KY196,EEAR,REC,EM REPARO,VEE ONE,107.0
2026-07-29,3040262747,066-1072-00,RECEIVER ADF (KING KR87),ALA 7,REC,EM REPARO,WILLIAM,107.0
2026-07-29,3040262748,066-3046-07,"CONTROL,INDICATOR",BABR,REC,,BANT,107.0
2026-07-29,3040262769,066-3046-07,"CONTROL,INDICATOR",BABR,REC,,BANT,107.0
2026-07-29,3040262768,066-3046-07,"CONTROL,INDICATOR",EEAR,REC,EM REPARO,LEAP,107.0
2026-07-29,3040262767,066-3046-07,"CONTROL,INDICATOR",EEAR,REC,EM REPARO,LEAP,107.0
2026-07-29,3040262791,066-3060-00,IND RMI KNI582,BANT,REC,EM REPARO,LEAP,107.0
2026-07-29,3040262630,161-11700,INNER WHEEL HALF ASSY,BANT,REC,REPARADO,VEE ONE,107.0
2026-07-29,3040262792,066-3060-00,IND RMI KNI582,BANT,REC,EM REPARO,LEAP,107.0
2026-07-29,3040262634,162-10700,OUTER WHEEL HALF ASSY,BANT,REC,REPARADO,VEE ONE,107.0
2026-07-29,3040262632,161-12800,WHEEL HALF ASSY-INNER,BANT,OS concluída,REPARADO,VEE ONE,
2026-07-29,3040262633,161-12800,WHEEL HALF ASSY-INNER,BANT,REC,REPARADO,VEE ONE,107.0
2026-07-29,3040262635,162-11800,WHEEL HALF ASSY-OUTER,EPCAR,REC,REPARADO,VEE ONE,107.0
2026-07-29,3040262637,162-11800,WHEEL HALF ASSY-OUTER,BANT,REC,REPARADO,VEE ONE,107.0
2026-07-29,3040262636,162-11800,WHEEL HALF ASSY-OUTER,BANT,REC,REPARADO,VEE ONE,107.0
2026-07-29,3040262646,200SGL119Q,STARTER GENERATOR,PAMASP,OS concluída,,,
2026-07-29,3040262639,200SGL119Q,STARTER GENERATOR,PAMASP,OS concluída,,PAMA-LS,
2026-07-29,3040262638,200SGL119Q,STARTER GENERATOR,PAMALS,REC,EM REPARO,AV AERONAUTICA,107.0
2026-07-29,3040262757,2606015-2,IND OIL TEMP/P,PAMALS,REC,EM REPARO,VEE ONE,107.0
2026-07-29,3040262706,2641011-5,AXLE-MAIN GEAR,BAMN,REC,,BANT,107.0
2026-07-29,3040262707,2641011-5,AXLE-MAIN GEAR,BABV,REC,REPARADO,VEE ONE,107.0
2026-07-29,3040262717,2641011-5,AXLE-MAIN GEAR,BANT,REC,REPARADO,VEE ONE,107.0
2026-07-29,3040262714,2641011-5,AXLE-MAIN GEAR,BAPV,REC,,BANT,107.0
2026-07-29,3040262713,2641011-5,AXLE-MAIN GEAR,BAPV,REC,REPARADO,VEE ONE,107.0
2026-07-29,3040262712,2641011-5,AXLE-MAIN GEAR,BABR,REC,,BANT,107.0
2026-07-29,3040262711,2641011-5,AXLE-MAIN GEAR,BABR,REC,,BANT,107.0
2026-07-29,3040262709,2641011-5,AXLE-MAIN GEAR,PAMALS,REC,,BANT,107.0
2026-07-29,3040262708,2641011-5,AXLE-MAIN GEAR,PAMALS,REC,,BANT,107.0
2026-07-29,3040262744,3244809-1A,F.C.U,PAMALS,REC,EM REPARO,LEAP,107.0
2026-07-29,3040262758,9910338-4,FUEL TOTALIZER INDICATOR,PAMALS,REC,EM REPARO,VEE ONE,107.0
2026-07-29,3040262759,9910338-6,"TRANSMITTER,RATE OF FLOW",BAMN,REC,EM REPARO,WILLIAM,107.0
2026-07-29,3040262760,9910338-6,"TRANSMITTER,RATE OF FLOW",BANT,REC,EM REPARO,VEE ONE,107.0
2026-07-29,3040262966,2682001-1,BRAKE CYL MAST,BACO,OS concluída,,PAMA-LS,
2026-07-29,3040262967,2682001-1,BRAKE CYL MAST,PAMALS,REC,REPARADO,V1 PAMA-LS,105.0
2026-07-29,3040262968,2682001-1,BRAKE CYL MAST,BANT,OS concluída,,PAMA-LS,
2026-07-29,3040262969,2682001-1,BRAKE CYL MAST,BABE,REC,REPARADO,V1 PAMA-LS,105.0
2026-07-29,3040263069,453-5060,ELT C406-N,BABE,OS concluída,,,
2026-07-29,3040263283,D145-00-46-2,FLAP ACTUATOR ASSY,PAMALS,REC,EM REPARO,LEAP,90.0
2026-07-29,3040263284,D145-00-46-2,FLAP ACTUATOR ASSY,BAFL,REC,EM REPARO,LEAP,90.0
2026-07-29,3040263324,069-01033-0101,"RECEIVER-TRANSMITTER,RADIO",PAMALS,REC,EM REPARO,LEAP,90.0
2026-07-29,3040263287,C661065-0237,AIRSPEED INDICATOR,BABR,REC,REPARADO,VEE ONE,90.0
2026-07-29,3040263288,C661065-0237,AIRSPEED INDICATOR,PAMASP,REC,REPARADO,VEE ONE,90.0
2026-07-29,3040263314,060-0017-00,FLIGHT DIR HOR,EEAR,REC,EM REPARO,LEAP,90.0
2026-07-29,3040263319,066-1055-00,AUDIO CONTROL PANEL,BABE,REC,REPARADO,VEE ONE,90.0
2026-07-29,3040263317,060-0017-00,FLIGHT DIR HOR,PAMASP,REC,,BANT,90.0
2026-07-29,3040263316,060-0017-00,FLIGHT DIR HOR,BANT,REC,,BANT,90.0
2026-07-29,3040263320,066-1055-00,AUDIO CONTROL PANEL,PAMALS,REC,EM REPARO,AV AERONAUTICA,90.0
2026-07-29,3040263325,069-01033-0101,"RECEIVER-TRANSMITTER,RADIO",PAMALS,REC,,PROCURANDO,90.0
2026-07-29,3040263335,C611008-0101,ALTERNATOR CONTROL UNIT,PAMALS,REC,EM REPARO,AV AERONAUTICA,90.0
2026-07-29,3040263336,C611008-0101,ALTERNATOR CONTROL UNIT,PAMALS,REC,EM REPARO,AV AERONAUTICA,90.0
2026-07-29,3040263286,C661065-0237,AIRSPEED INDICATOR,BANT,REC,DEVOLVIDO NO ESTADO,WILLIAM,90.0
2026-07-29,3040263322,066-1055-00,AUDIO CONTROL PANEL,ALA 9,REC,EM REPARO,WILLIAM,90.0
2026-07-29,3040263326,069-01033-0101,"RECEIVER-TRANSMITTER,RADIO",PAMALS,REC,,BANT,90.0
2026-07-29,3040263315,060-0017-00,FLIGHT DIR HOR,BACG,OS concluída,,BABR,
2026-07-29,3040263334,011-00916-10,"DISPLAY UNIT,FLIGHT INFORMATION",BACO,REC,VAI SER DEVOLVIDO SEM REPARO,WILLIAM,90.0
2026-07-29,3040263333,011-00916-10,"DISPLAY UNIT,FLIGHT INFORMATION",BACO,REC,EM REPARO,WILLIAM,90.0
2026-07-29,3040263332,011-00916-10,"DISPLAY UNIT,FLIGHT INFORMATION",BAMN,REC,EM REPARO,WILLIAM,90.0
2026-07-29,3040263331,C661064-0237,AIRSPEED INDICATOR,PAMALS,REC,VAI SER DEVOLVIDO SEM REPARO,WILLIAM,90.0
2026-07-29,3040263329,C661064-0237,AIRSPEED INDICATOR,PAMALS,REC,EM REPARO,WILLIAM,90.0
2026-07-29,3040263328,C661064-0237,AIRSPEED INDICATOR,BABR,REC,EM REPARO,WILLIAM,90.0
2026-07-29,3040263327,C661064-0237,AIRSPEED INDICATOR,BABR,REC,EM REPARO,WILLIAM,90.0
2026-07-29,3040263330,C661064-0237,AIRSPEED INDICATOR,PAMALS,REC,EM REPARO,WILLIAM,90.0
2026-07-29,3040263338,C611008-0101,ALTERNATOR CONTROL UNIT,PAMALS,REC,REPARADO,V1 PAMA-LS,90.0
2026-07-29,3040263433,066-03064-0005,"ALTIMETER,SERVO CONTROLLED,AUTOMATIC PRESSURE",BACG,REC,EM REPARO,WILLIAM,84.0
2026-07-29,3040263435,066-03064-0005,"ALTIMETER,SERVO CONTROLLED,AUTOMATIC PRESSURE",BANT,REC,EM REPARO,WILLIAM,84.0
2026-07-29,3040263434,066-03064-0005,"ALTIMETER,SERVO CONTROLLED,AUTOMATIC PRESSURE",PAMASP,REC,VAI SER DEVOLVIDO SEM REPARO,WILLIAM,84.0
2026-07-29,3040263417,069-01033-0101,"RECEIVER-TRANSMITTER,RADIO",PAMALS,REC,EM REPARO,WILLIAM,84.0
2026-07-29,3040263416,069-01033-0101,"RECEIVER-TRANSMITTER,RADIO",BASM,REC,EM REPARO,WILLIAM,84.0
2026-07-29,3040263415,069-01033-0101,"RECEIVER-TRANSMITTER,RADIO",BABR,REC,,BANT,84.0
2026-07-29,3040263447,066-3046-07,"CONTROL,INDICATOR",CLA,REC,,BABR,84.0
2026-07-29,3040263443,3244897-4,FUEL CONTROL UNIT,PAMALS,REC,EM REPARO,LEAP,83.0
2026-07-29,3040263444,3244897-4,FUEL CONTROL UNIT,PAMALS,REC,EM REPARO,LEAP,83.0
2026-07-29,3040263577,060-0015-00,"CONTROL,DIRECTIONAL,AUTOMATIC PILOT",ALA 5,REC,EM REPARO,WILLIAM,78.0
2026-07-29,3040263574,066-1072-04,"RECEIVER,RADIO",BABE,REC,EM REPARO,WILLIAM,78.0
2026-07-29,3040263576,066-1072-04,"RECEIVER,RADIO",BAMN,OS concluída,DEVOLVIDO NO ESTADO,WILLIAM,
2026-07-29,3040263575,066-1072-04,"RECEIVER,RADIO",BABE,REC,EM REPARO,WILLIAM,78.0
2026-07-29,3040263573,066-3084-32,IND RDR 2000 IN-182A,PAMALS,REC,,BABR,78.0
2026-07-29,3040263571,066-3084-32,IND RDR 2000 IN-182A,PAMALS,REC,EM REPARO,WILLIAM,78.0
2026-07-29,3040263572,066-3084-32,IND RDR 2000 IN-182A,PAMALS,REC,EM REPARO,WILLIAM,78.0
2026-07-29,3040263448,2618510-10,ALTERNATOR CONTROL UNIT ASSY,BABE,REC,EM REPARO,WILLIAM,78.0
2026-07-29,3040263449,2618510-10,ALTERNATOR CONTROL UNIT ASSY,PAMALS,REC,EM REPARO,WILLIAM,78.0
2026-07-29,3040263877,2641011-5,AXLE-MAIN GEAR,CLA,REC,EM REPARO,LEAP,68.0
2026-07-29,3040263878,2641011-5,AXLE-MAIN GEAR,CLA,REC,EM REPARO,LEAP,68.0
2026-07-29,3040264243,069-01033-0101,"RECEIVER-TRANSMITTER,RADIO",PAMALS,REC,EM REPARO,WILLIAM,61.0
2026-07-29,3040264244,069-01033-0101,"RECEIVER-TRANSMITTER,RADIO",PAMASP,REC,EM REPARO,WILLIAM,61.0
2026-07-29,3040264246,060-0017-00,FLIGHT DIR HOR,PAMALS,REC,EM REPARO,WILLIAM,61.0
2026-07-29,3040264237,200SGL119Q-2,STARTER GENERATOR,BAMN,REC,EM REPARO,AV AERONAUTICA,61.0
2026-07-29,3040264236,200SGL119Q-2,STARTER GENERATOR,BABE,REC,,BABE,61.0
2026-07-29,3040264121,3244897-4,FUEL CONTROL UNIT,BABE,OS concluída,EM REPARO,LEAP,
2026-07-29,3040264263,9910338-8,"INDICATOR,FUEL FLOW",PAMALS,OS concluída,,BABR,
2026-07-29,3040264262,9910338-8,"INDICATOR,FUEL FLOW",BABV,REC,EM REPARO,WILLIAM,61.0
2026-07-29,3040264242,324843-2020,HEADSET-MICROPHONE,BABE,REC,EM REPARO,WILLIAM,61.0
2026-07-29,3040264264,324843-2020,HEADSET-MICROPHONE,DACTA II,REC,EM REPARO,WILLIAM,61.0
2026-07-29,3040264238,324843-2020,HEADSET-MICROPHONE,DACTA II,REC,EM REPARO,WILLIAM,61.0
2026-07-29,3040264241,324843-2020,HEADSET-MICROPHONE,DACTA II,REC,EM REPARO,WILLIAM,61.0
2026-07-29,3040264240,324843-2020,HEADSET-MICROPHONE,DACTA II,REC,EM REPARO,WILLIAM,61.0
2026-07-29,3040264122,3244809-8,"FUEL CONTROL,MAIN,TURBINE ENGINE",BABE,OS concluída,,BABR,
2026-07-29,3040263797,066-3046-07,"CONTROL,INDICATOR",BABE,REC,EM REPARO,WILLIAM,61.0
2026-07-29,3040263798,066-3046-07,"CONTROL,INDICATOR",PAMASP,REC,EM REPARO,WILLIAM,61.0
2026-07-29,3040263799,066-3046-07,"CONTROL,INDICATOR",PAMASP,REC,EM REPARO,WILLIAM,61.0
2026-07-29,3040263795,071-01519-0101,"RECEIVER-EXCITER,RADAR",PAMALS,REC,,PROCURANDO,61.0
2026-07-29,3040263796,071-01519-0101,"RECEIVER-EXCITER,RADAR",PAMALS,REC,,PROCURANDO,61.0
2026-07-29,3040264579,060-0017-00,FLIGHT DIR HOR,BABR,OS concluída,,,
2026-07-29,3040264577,060-0017-00,FLIGHT DIR HOR,PAMALS,REC,,,49.0
2026-07-29,3040264573,060-0017-00,FLIGHT DIR HOR,BANT,REC,,,49.0
2026-07-29,3040264574,060-0017-00,FLIGHT DIR HOR,BANT,REC,,,49.0
2026-07-29,3040264576,060-0017-00,FLIGHT DIR HOR,PAMALS,REC,,,49.0
